docid,lat,lng,lat,lng,level_2,name,business_status,address,types,user_ratings_total,#charging_stations,comments,avg_rating
13090,38.96635,-94.781022,38.9660061,-94.7806076,7250,ChargePoint Charging Station,OPERATIONAL,"8900 Renner Blvd, Lenexa, KS 66219, USA","point_of_interest, establishment",1,1,"Chose a dinner location based on this charging port being near by, upon arrival and parking to charge, the charge station was out of order. Super frustrating.",1.0
13096,42.659429,-86.189789,42.6594516,-86.1894531,8022,ChargePoint Charging Station,OPERATIONAL,"3315 Blue Star Hwy, Saugatuck, MI 49453, USA","point_of_interest, establishment",5,5,"I used the station today to charge my electric car on my way to Grand Rapids. There are two DC fast chargers and two L2 chargers. The two DC chargers are shared, one of the stations was charging a Rivan and I was getting around 54 KW. Soon after they left and I was the only one charging, my Kia EV6 was charging at 120 KW. There is a restroom inside the gallery and a beautiful garden surrounding the chargers. I will definitely be stopping again when I will be in the area. The cost was $22.38 for 54.57 KW and I find it reasonable for quick DC charging.Great destination for a meal in a garden. And DC fast charging for your EV.Caution! Please beware after a two-hour time limit, you will be gigged $20.00 / hour. There is no signage on time limits. Recommend using the other ChargePoint down the road.Threatened to tow. Hard pass. Case and point below direct from the owner. Charge else where.",3.0
13098,33.575905,-84.34529,33.575911,-84.3452965,11391,ChargePoint Charging Station,OPERATIONAL,"1384 Southlake Pkwy, Morrow, GA 30260, USA","point_of_interest, establishment",1,1,Hidden gem in Morrow area.,5.0
13120,36.39612,-78.98161,36.39612,-78.98161,14615,ChargePoint Charging Station,OPERATIONAL,"309 N Main St, Roxboro, NC 27573, USA","point_of_interest, establishment",1,1,"Wonderful spot in Roxboro, only charger within 25 miles!",5.0
13123,29.494629,-98.55274,29.4947293,-98.5526633,788,ChargePoint Charging Station,OPERATIONAL,"3636 Northwest Loop 410, San Antonio, TX 78201, USA","point_of_interest, establishment",1,1,ChargePoint pay sites. Rarely ICEd. On 3/9/19 only one charger had power.,3.0
13130,39.712878,-82.603411,39.7127969,-82.6033615,7491,ChargePoint Charging Station,OPERATIONAL,"135 W Chestnut St, Lancaster, OH 43130, USA","point_of_interest, establishment",6,5,"Charging spot is able to accommodate a Tesla Model 3.Convenient location close to lots of things to do.  There is a farmer's market on Saturday in this lot, but I was still able to access the charger from the alley.Quick super fast 42kw charging. Only sutable for vehicles after 2020Charger was quick and working!It's the only fast charger around, so pretty useful. Screen is almost impossible to press though.",4.6
13141,37.467426,-105.86862,37.467426,-105.86862,14413,ChargePoint Charging Station,OPERATIONAL,"531 Edison Ave, Alamosa, CO 81101, USA","point_of_interest, establishment",3,3,"Good place to charge in Alamosa (there aren't many choices around!). Charged my Model 3 two different evenings and felt very safe.  Last charge was finished at 1.30am and it felt fine staying in the car in the lot next to the bank.  Got 27 mi / hr on my Model 3 LR AWD.For the only station and it costs money after your fully charged, I'm glad there is the koa not far from here.Wouldn't charge",2.6666666666666665
13150,47.663105,-117.40049,47.6631051,-117.4004905,9142,Shell Recharge Charging Station,OPERATIONAL,"721 N Cincinnati St, Spokane, WA 99201, USA","point_of_interest, establishment",1,1,"These Shell stations as a whole are very hit and miss, I wish they simply just worked. Very often I have to call which is just a hassle however they are always helpful and “if” they’re able to get the station to work usually ends up in a free charge ⚡️",3.0
13153,45.924736,-122.836766,45.924725,-122.836774,7163,ChargePoint Charging Station,OPERATIONAL,"64001 Columbia River Hwy, Deer Island, OR 97054, USA","point_of_interest, establishment",3,3,"Fanatic station to stop at stretch your legs. Free wifi is a great touch.Perfect, clean and safe",5.0
13154,41.139366,-104.77005,41.139366,-104.77005,9705,ChargePoint Charging Station,OPERATIONAL,"3320 E Lincolnway, Cheyenne, WY 82001, USA","point_of_interest, establishment",4,4,Does not work! Should be taken off the charge point maps.24kw/hourAs of 5/18 charging was free.  You still have to pay for parking.Breathe deeply into zone,3.75
13156,47.11948,-118.36271,47.119482,-118.362709,8785,Electrify America Charging Station,OPERATIONAL,"1611 Smittys Blvd, Ritzville, WA 99169, USA","point_of_interest, establishment",19,5,"This EA charging station is in a good location. Unfortunately like so many of their stations, it is poorly maintained. This weekend only 2 out of 8 chargers were functional.  We used this station twice on a roundtrip between Tacoma and Coeur d'alene. Fortunately, there was no waiting here (unlike the 30-70 minute waits we experienced in Ellensburg).  My recommendation is for ALL drivers to call customer service (the number is printed on the charger) and complain. It's easy and they do answer the phone. Sometimes a charger can be reset. Squeaky wheels get fixed!!!Only 1 if the 4 machines actually works. It’s the first one when you pull in. We tried the second machine from the left first and it was charging super slow so we moved and thank goodness the first one worked. We’re on a time crunch and didn’t have time to spare. Why even have chargers if you’re not going to maintain them?The location is very good, right off the freeway, no detours at all. But there’s not much to do while waiting. The charger circled in red is NOT working, the one circled in green is slower (150) so the two spots the cars are occupying are the best spots.March 2023 update: stopped by here today and 3 stations were working. They’ve also added solar panel covers. Changing to 2 stars.  December 2022: 1 star. I’ve been traveling I90 several times since getting my EV in May and this charging location has been trash every time. I’ve only ever seen a max of 2 stations working and today was only 1 which someone was using.Clean and working EV station.  Round trip from Spokane to Bellingham.  Nice that Sundays are complimentary!",2.8
13168,39.865506,-75.395987,39.8654172,-75.3951,2496,ChargePoint Charging Station,OPERATIONAL,"532 Brookhaven Rd, Brookhaven, PA 19015, USA","point_of_interest, establishment",3,3,"1st left when you climb the hill, I have suggested an edit in google maps.It’s not workingGreat place to charge your car",3.6666666666666665
13179,40.392531,-95.83731,40.39341,-95.83743,14195,ChargePoint Charging Station,OPERATIONAL,"830 Central Ave, Auburn, NE 68305, USA","point_of_interest, establishment",3,3,Charger worked perfectly and was located in a convenient spot for us.,5.0
13191,30.21448,-85.85414,30.2144837,-85.8541347,559,ChargePoint Charging Station,OPERATIONAL,"14700 Panama City Beach Pkwy, Panama City Beach, FL 32413, USA","point_of_interest, establishment",3,3,"I had a Chrysler hybrid and the plug does not fit. Also no adapter available.One fast DC charger. Only available when the facility is open, gated.I pulled in today on Sunday 5.14.23. There is a sign on the station that reads the charging station is open during business hours. 10am to 4pm today.  I pulled in a few minutes ago and while parking into the charging parking space, a Harley Davidson employee gets my attention to tell me that noone has used this station in two years. It doesn't work and many attempts to call for repairs go ignored.",2.3333333333333335
13192,45.61776,-122.47814,45.617733,-122.4780759,12922,Electrify America Charging Station,OPERATIONAL,"430 SE 192nd Ave, Vancouver, WA 98683, USA","point_of_interest, establishment",6,5,"Arrived, plugged in, paid, and started my first fast charge session ever. Charger #2 was used without any issues. Was even able to pickup some road trip snacks while my 2018 Chevy Bolt got charged.First card declined,  then you can't read instructions if the sun is shining.  If you're a Tesla  driver then you might as well plug in at home. Low kwh is the only one available to most Tesla drivers.no membership needed. good equipmentElectrify America needs to make their stations more reliable.Broken, customer service was unable to figure out the issue. Waste of time.",2.6
13216,46.452592,-92.763636,46.452592,-92.763636,14180,ChargePoint Charging Station,OPERATIONAL,"MN-73, Moose Lake, MN 55767, USA","point_of_interest, establishment",6,5,"Just like clockwork! It never fails. Tap the card it tells you to plug in and then it does the rest. A stop button appears on your dashboard and when you are finished or have enough juice you press the button get out unplug it and you're on your way the display on the machine shows the progress of the charge as well as the charge of the charger all level 3s should be this easy to useGreat to have a charger here, worked fineNot solar powered charging stati",3.6666666666666665
13232,45.763722,-111.175523,45.7637013,-111.1755208,8211,EV Charging Station,OPERATIONAL,"540 Alaska Frontage Rd, Belgrade, MT 59714, USA","point_of_interest, establishment",1,1,It's free.,5.0
13236,40.773315,-111.94858,40.7738621,-111.9477348,13092,ChargePoint Charging Station,OPERATIONAL,"240 N 1950 W, Salt Lake City, UT 84116, USA","point_of_interest, establishment",2,2,"Way to go Utah. Way to jump on board and save the environment. I'm sure the gas companies that have your lips planted firmly on their a**, are pleased as punch with the way you have purposefully throttled down your fast chargers to the point that it makes it conveniently harder to own an electric car in this state. Bravo!",1.0
13238,40.799446,-81.93933,40.799429,-81.939345,6409,ChargePoint Charging Station,OPERATIONAL,"151 W North St, Wooster, OH 44691, USA","point_of_interest, establishment",2,2,"This charging station was a lifesaver out in Amish country Ohio. Lots of stuff to do around the area. Personally, I visited the local bookstore (Books In Stock) about a block away and also grabbed a beer at a local hotspot, The City Square Steakhouse. Highly recommend charging here. Price was decent and the place was clean and easy to find.It was time to see if DC fast charging still works on my car. It does 😁. The station works well, accepted my charge car right away. It might be a little expensive though.",4.5
13239,43.291285,-91.80066,43.2912846,-91.8006604,15032,ChargePoint Charging Station,OPERATIONAL,"2041 IA-9, Decorah, IA 52101, USA","point_of_interest, establishment",1,1,Great level 2 charger free for guests of the hotel,5.0
13246,44.480292,-103.817056,44.480096,-103.8169014,15206,ChargePoint Charging Station,OPERATIONAL,"305 N 27th St, Spearfish, SD 57783, USA","point_of_interest, establishment",1,1,Two station ChargePoint chargers on the SW side of the Holiday Inn Spearfish Hotel. Working great and free when we used it October 2022. The hotel is very nice too!,5.0
13248,41.48497,-112.02923,41.484969,-112.029231,1377,Electrify America Charging Station,OPERATIONAL,"1200 S Commerce Way, Perry, UT 84302, USA","point_of_interest, establishment",7,5,"Only one CHAdeMO charger vs I think 7 CCS, the cord wasn't very long, I had to leave my car sticking out to plug in, and tap-and-pay was broken. Also didn't take Discover despite saying it did. Unfortunately it's the only CHAdeMO charger anywhere nearby 😑The CCS chargers work, but the CHAdemo does not at the time of this review.Charged my Tesla there with new CCS charger. On the 350 I was only getting 32. Better than nothing though 😂Great place to charge on the way up to Logan and beyond.  Stopped here on our way to Bear Lake.  There are a few eating places around so you can grab a bite while you wait.",3.25
13275,41.244023,-112.012037,41.2434482,-112.0127048,13094,ChargePoint Charging Station,OPERATIONAL,"1335 W 12th St, Ogden, UT 84404, USA","point_of_interest, establishment",2,2,"I first left a 3 star but then I got my bill. $10!!!!! For 6 miles and that took about 20 minutes if not more.  Crazy!!  Desperate measures only, charging imo.Most expensive and slowest charging station in Ogden. I will not be charging here again",1.0
13277,39.919346,-105.360886,39.9193673,-105.3608886,16367,ChargePoint Charging Station,OPERATIONAL,"5 Gross Dam Rd, Golden, CO 80403, USA","point_of_interest, establishment",1,1,"Great location for a fast charger, as there aren’t many nearby. No cell signal, so used ChargePoint card/dongle. Cost is $0.25 per kWh. If you get to a fully charged status, there is an additional parking fee of $0.10 per minute, so watch the charging closely. For our Bolt, in 28 minutes we added 71 miles for $4.55. Much cheaper than gasoline!",5.0
13283,38.890747,-94.363523,38.8907465,-94.3635226,3873,ChargePoint Charging Station,OPERATIONAL,"1300 SE Hamblen Rd, Lee's Summit, MO 64081, USA","point_of_interest, establishment",1,1,"Functions properly at the point I used. It was nice because it's free, but think they close the gate at night.",5.0
13294,37.50834,-120.87274,37.5083521,-120.8721504,10306,Electrify America Charging Station,OPERATIONAL,"2111 Fulkerth Rd, Turlock, CA 95380, USA","point_of_interest, establishment",7,5,"Only 3 CCS stations located in the Walmart parking lot. I used station-3, reached the maximum output wattage of 65kW. From the screens it looked like the other two stations were working.Only 3 CCS, no chademo. Google listing inaccurate. As usual only one out of three CCS working — one always says “to start a new charging session, disconnect and reconnect”, another’s card reader doesn’t work. Even with the new machines finally turned on….Had issues connecting to all chargers. Finally called someone and the system needed a reboot.Almost all charging spots available even when parking lot was mostly full. No connection issues.No waiting on weekday afternoon. Quick charge to 80 percent.",3.6
13304,41.69938,-122.64512,41.699378,-122.645123,9941,Electrify America Charging Station,OPERATIONAL,"1906 Fort Jones Rd, Yreka, CA 96097, USA","point_of_interest, establishment",5,5,"This charging station is in a good location next to a Walmart.  I would give it an extra star for the garbage can conveniently placed.  Do you know how many charging stations don't have trash cans? Many.Getting 115kW on a 150kW station. The 350kW station has a screen saying speed is throttled for maintenance.Ev chargers here are throttled.  They have 350kw chargers, but they say they have been temporarily reduced.  Charging ranges from 54 to134kwh",3.6666666666666665
13306,36.408352,-105.571954,36.4086156,-105.5715165,13913,Electric Vehicle Charging Station,OPERATIONAL,"Taos, NM 87571, USA","point_of_interest, establishment",10,5,"I wanted to provide an update on this charging station, as some of the details have changed from other reviews.  This station does charge for power, scanning the QR code at the power source prompts you to add the app and add a credit card for payment.  This station is not fast-- it took about 4 hours to fully charge our battery from 50%, but much faster than plugging into a 110 wall outlet.  It is in a great location, and we happily spent those hours shopping, eating and wandering around the plaza.Avoid at all costs. I brought my Tesla here due to some high winds about a week ago. It took me and my husband 50 minutes to even get the charging started. When we did get it started, it charged at 7mi/hr, which is about the same as a standard wall outlet.  The mobile app, neither iOS nor Android, worked at all. It just errored out with no option. We spent the majority of the time trying and trying again the browser app to get to payment without timing out. The site itself seems to have been created in Italy where the creators assume you are located. The app didn’t work at all unless the charger was plugged in, however the instructions state differently.  If you absolutely need to use this one, here is what you should do. 1. Start with the charger plugged into your car. Scan the CR code on the charger. 2. Follow the prompts but make sure you adjust your address from Italy to US. Also make sure you use your billing address for the credit card you plan to use. The site will take about 30 seconds to load each step. 3. There are several screens where you will need to enter your information. 4. You will need to attempt this process several times because if you get a timeout message throughout any of the steps, you will have to start over from scratch. Trying to get back to where you were will be fruitless. 5. Finally, at the end, you will get a message warning you that the car is not plugged in and you have 60 seconds to do so. The car should already be plugged in and beginning to charge. Do not remove the charger from the car or you will have to start at the beginning.  Good luck!This was a life saver, TAOS city has no TESLA chargers or any EV chargers for that matter. The one shown in TESLA app are either closed or unavailable for general public. Tesla needs to update its list of charging stations in TAOSVery slow. App is impossible, difficult to get to work, and major connectivity issues. Taos, please please do better. Everyone else, go anywhere else and save yourself a headacheCouldn't get it to charge today.  Tried entering info after scanning QR twice.  Fail.",2.4
13332,29.8137525,-95.39858,29.813842,-95.3985832,3679,Volta Charging Station,OPERATIONAL,"101 North Loop W, Houston, TX 77018, USA","point_of_interest, establishment",267,5,"If you are into organic foods, vegetarian cuisine and juice bars, this is the place. A Whole Foods 365 store anchors the center. They have free charging stations for electric cars.My major complaint about this 365 Whole Foods is they can't keep their own 365 brand stocked. That is the purpose of these stores.  The house brand is a good value, but only if it's in stock.I love this Whole Foods location. It is very convenient and even given the pandemic and challenges with stocking, they have pretty much everything I need when I visit. They have se of the best produce in our are  Highly recommend this Whole Foods 365 location!I was surprised to find organic food at a reasonable PriceNice little wholefoods store. Doesn't carry as much, so lines moved fast because they also have a self checkout.... You can get in and out pretty quickly. My only compliant is that items go out of stock fast. Security is inside, parking lot is structure well with lighting and ample space. Electric car charging available",4.2
13337,33.623193,-111.92802,33.6231989,-111.9289111,13703,EVgo Charging Station,OPERATIONAL,"15205 N Kierland Blvd, Scottsdale, AZ 85254, USA","point_of_interest, establishment",14,5,"Chademo wouldnt lock into my port. It said to try supporting the cable but nothing workedGood location and normally available. However, it's frustrating that they have three connections and can only charge one car at a time. The app shows it available, but it won't start charging your car until the other one is done.Would love to use it - but these spaces really need signage specifying ""EV Charging Only"" - or move the chargers to a less popular parking lot.  Non-EV cars were blocking the chargers; I don't see how this is a sustainable business model if EV's can't get access.Easy enteranance & exit, added EV charging station X 2Need more Fast chargers!",3.0
13345,41.587303,-109.219094,41.587229,-109.219241,12058,Electric Vehicle Charging Station,OPERATIONAL,"Rock Springs, WY 82901, USA","point_of_interest, establishment",3,3,"My Chevy Volt thanks Rock Springs, Wyoming for the free stations close to restaurants! Charming, friendly town with great free museum within walking distance.Free!!!",5.0
13361,28.095829,-81.9527,28.095829,-81.9526999,5312,ChargePoint Charging Station,OPERATIONAL,"4202 Lakeland Hills Blvd, Lakeland, FL 33805, USA","point_of_interest, establishment",1,1,Not open 24 hours,1.0
13370,42.22952,-83.64926,42.22949,-83.6492833,9861,Electrify America Charging Station,OPERATIONAL,"2539 Ellsworth Rd, Ypsilanti, MI 48197, USA","point_of_interest, establishment",27,5,"Quick charger. A different car pulled up and needed to try 5 different stations to find one that works, but not sure if that was the auto or the stations. No problems for me. Ran a smooth 82kw up to 72%.These chargers have recently been updated, they seem to be working decently. I'm averaging 100kw and have seen 130. My car is capable of 150. Ish.  Still working fairly well.  The chademo charger is usually broken. Though.Charger worked great, but 48 cents per kilowatt is pretty pricey. Luckily I'm using some of my free juice from Ford so it doesn't hurt. Lol Got 119kw speed out of the 350kw charger, which is what the Lightning was asking for. Needs pull thru spaces for those towing a trailer. I had to block the aisle behind me to be in a stall.This place is in a lot in the middle of an abandoned Walmart. Had to go at night and would not recommend, but during the daytime it’d be fine, there are other shops in the complex so no safety issue during the day.Chargers are fast. Nothing around though. Closed down shops and only Popeyes available",4.0
13376,33.464862,-88.814083,33.464867,-88.8140899,11081,ChargePoint Charging Station,OPERATIONAL,"135 Jefferson St, Starkville, MS 39759, USA","point_of_interest, establishment",1,1,Great location. Nice to have public EV charging in StarkVegas!,5.0
13383,42.48204,-83.4726,42.4820552,-83.4723026,13018,Electrify America Charging Station Walmart,OPERATIONAL,"26090 Ingersol Dr, Novi, MI 48375, USA","point_of_interest, establishment",35,5,"Very easy to connect. I'm not sure if weather affects charging but charge started slowly ~65 kw, but settled to around 110 kw after a few minutes. Clean and easy to get in and out. Jumped off the expressway and right back on.Half the stations always down or if they are miraculously working they are always full.This station rarely works and if you are patient enough it might work after trying 30 mins or so. It has a conglomerate of issues starting from not being able to recognize your credit card, your app not providing accurate details, having to unplug and plugin several times and if that is sorted out it charges slow. I would not recommend this station all. The support staff are not able to help either. I would avoid this station at all costs.  Extremely poor customer experience!our battery was at 13% after 10 mins it was 31% it help us so much after going to 3 charging this was the only one that worked and it was freeThese are fast charging stations. I fully charged my Etron in 30 mins.",3.2
13396,40.29799,-74.02846,40.29799,-74.02846,13398,ChargePoint Charging Station,OPERATIONAL,"108 Monmouth Rd, West Long Branch, NJ 07764, USA","point_of_interest, establishment",2,2,Its broken…,1.0
13411,32.576905,-95.855878,32.5763044,-95.8559711,3545,Electric Vehicle Charging Station,OPERATIONAL,"2301 N Trade Days Blvd, Canton, TX 75103, USA","point_of_interest, establishment",1,1,Out of order,1.0
13420,37.991788,-87.524412,37.9917913,-87.5244106,6309,ChargePoint Charging Station,OPERATIONAL,"2166 E Morgan Ave, Evansville, IN 47711, USA","point_of_interest, establishment",3,3,Electric cars are not logical. How long does it take to charge? How much does it cost? Can you still have stereo air heat. Because all of that takes electricity. Have you checked to see how much it costs to maintain? The batteries a lone costs thousands. Not including instillation.Morton Solar was very freindly and accommodating. We need more sponsor companies like them as we convert to an all-electric vehicle society.,3.0
13428,36.319022,-82.353549,36.319176,-82.35326,14727,ChargePoint Charging Station,OPERATIONAL,"201 N Roan St, Johnson City, TN 37601, USA","point_of_interest, establishment",2,2,"Two charging guns. We got 10% charge per hour. Located next to library, children's playground, and places to eat are about 3 blocks away.",4.0
13430,44.097076,-103.146441,44.096972,-103.146645,4565,ChargePoint Charging Station,OPERATIONAL,"4300 Cheyenne Boulevard, Box Elder, SD 57719, USA","point_of_interest, establishment",1,1,Free. Can't beat that. Also in a safe area.,5.0
13433,44.254277,-121.166242,44.254288,-121.166157,14221,ChargePoint Charging Station,OPERATIONAL,"2324 SE College Loop, Redmond, OR 97756, USA","point_of_interest, establishment",2,2,4 free level 2 1772 chargers at COCC Redmond!It's just a charging station.  Handy if you need it.,4.0
13434,43.384572,-115.998128,43.384572,-115.998128,13546,ChargePoint Charging Station,OPERATIONAL,"31917 S Orchard Access Rd, Boise, ID 83716, USA","point_of_interest, establishment",2,2,Works with Tesla Model 3,5.0
13450,36.116542,-115.168273,36.116648,-115.168277,2059,Tesla Supercharger,OPERATIONAL,"3545 S Las Vegas Blvd, Las Vegas, NV 89109, USA","point_of_interest, establishment",267,5,"This is a great supercharger location. Close to the strip, easy to access with a pin available inside your car or by pressing the ""call"" button at the gate. You also get the added advantages of being near two hotel entrances (the Flamingo and Hilton Grande Vacation), the monorail and getting to watch people take videos and photos of their car for the likes.Nice setup in the middle of the strip.  V3 is so fast!  You do need to press the assistance button to gain entry to the lot.  You then get a code to get a parking tag good for 1 hour free, and they charge parking after that.  It only took about 35 minutes for me to go from 15-80%#1 rule: don't block the road.  I saw a queue of cars trying to get into the station because someone didn't know the PIN. Everyone else was blocking cross traffic. Please don't do that.  The PIN is on your center console when you click the location details. First hour is free. I like it, it keeps people from staying longer than they need.  The exit is diagonal from the entrance. It's in the back left corner when you enter.  It's a very convenient location with lots of shops within walking distance for food and to kill time. Restrooms available too, but you'll need to talk a couple minutes.  The station has solar panels that shade the car. The location is clean and feels safe.Plenty of stalls great charging speeds.  Lots of choices to grab some good food nearby. It's right next to the High Roller, left of it actually.  There's also a Big City Bus Tour you take with open top that meets in that exact location.You got to press a button at the gate .. a guard would look up plates and give you a code you got to enter code at the gate , once you in a voucher prints out and usually you get free candy if you go to the store at the link with the voucher , it says in the voucher .. so far the one with the most chargers I seen …make sure you not in the 11 kw area . … use the 250kw 🙂",5.0
13464,40.773228,-111.94857,40.7738621,-111.9477348,13092,ChargePoint Charging Station,OPERATIONAL,"240 N 1950 W, Salt Lake City, UT 84116, USA","point_of_interest, establishment",2,2,"Way to go Utah. Way to jump on board and save the environment. I'm sure the gas companies that have your lips planted firmly on their a**, are pleased as punch with the way you have purposefully throttled down your fast chargers to the point that it makes it conveniently harder to own an electric car in this state. Bravo!",1.0
13465,33.10314,-117.07439,33.1032805,-117.0744774,4046,Electrify America Charging Station,OPERATIONAL,"329 W Felicita Ave, Escondido, CA 92025, USA","point_of_interest, establishment",9,5,"Two months ago 1/3 chargers were broken. Today 2/3 chargers are broken. There's now only one CCS chargers that works. Charger #1 is the only working CCS charger at this station. EA is really dropping the ball here.Very nice location, the green hue helps it be found at night. Hopefully the more that I use electrify America stations the more comfortable I'll get with the app and how their system works. Currently each time I've gone to charge a vehicle I've had to call and get help.One if the fast chargers was broken when we tried it.Fast charge, working well. 7 chargers, I'm the only one here at 9am. Many businesses nearby to kill time or snack. I've had bad experiences with Electrify America in the past. Couldn't avoid them this time but so far so good.Charging session was stopped on 3 different occasions after less than 5 minutes.",3.0
13466,44.94571,-92.89834,44.9456523,-92.898694,2771,Electrify America Charging Station,OPERATIONAL,"Unnamed Road, 10240 Hudson Rd, Woodbury, MN 55129, USA","point_of_interest, establishment",26,5,"Many CCD connections and never busy. Located in a Walmart supercenter parking lot so you can shop while you're charging.If you've been to an EA charging station you know what you're getting. I've never had an issue here unlike some other stations in MN that always have stations out of service. Just wish there was more than one in the Twin Cities metro area. Also I suggest setting the app up on your phone before arriving to help prevent issues at the station.Can get busy and fairly frequently some are not functional but still show on the app as available. Hard to park to wait if none available.So many ICE-driving shoppers parking in the stalls, two were down, and app doesn’t work. Tough experience!First time DC fast charging, I had no issues!",4.0
13494,33.74143,-116.22888,33.7414466,-116.2288289,6370,Electrify America Charging Station,OPERATIONAL,"82-491 Ave 42, Indio, CA 92203, USA","point_of_interest, establishment",30,5,"This has three of the new Hyper chargers together and one of the older chargers a short distance away with the lower output 50 KW charger as well. When I arrived here there were two of the three hyper Chargers that were down. One of them said unavailable. The other one I tried to connect multiple times with including customer service who tempted to activate it we spent 25 minutes trying to get started. By that time the charger that had been being used by someone else became available and I just moved over there. The one good thing about the hyperchargers is that they do charge faster especially when charging above 80%I got 240kW on a shared charger tonight! Finally a good experience at these units. They updated the firmware on Wednesday. It seems to have helped. Also charged at night so unit wasn't overheating. Very solid charing.Beware! Currently these chargers are down!!  I’ve had multiple issues with these charges - two times the charge was sooooooo slow it actually messed up our plans. We had to cancel our drive. Now today I went and none of the chargers were working - they were under maintenance or something as they had plastic over them. Beware to not come here until they fix these! Very inconvenient and disappointing because I like electrify America otherwise.Very convenient, no waiting and Fast DC charging.  I used the charger closest to the store, the one with on CHAdeMO and one CCS plug.  I used CCS plug at a rate of  115kW for about 20min while I used the restroom and purchased some fruit and snacks in the store.  Even better, somehow the plug decided to make my session commentary!Slowest Electrify America fast chargers I've ever used. Twice I've stopped here and both times it has been unbearably slow. This time I was getting 52kW from a 350kW charger and decided it would be better to just find a different bank 40 miles away in Cabazon.",2.8
13495,41.8768,-87.6554,41.8773061,-87.6554326,2245,Electrify America Charging Station,OPERATIONAL,"1101 W Jackson Blvd, Chicago, IL 60607, USA","point_of_interest, establishment",5,5,"Worked great.  No problems with the charging station.  Located in the northwest corner of the parking lot below Target.  Well lit.  I felt safe…. even at night.  Easy to find.  There were multiple stations and they were all functioning.There's really only 1 charging station that works. #2 has been broken for months and the 3 station had 2 hookups but never works right and is set at an angle which means you have to park on an angle to work... so the second connection is meaningless.  So because there is only 1 charger which is accessible and that works, it's ALWAYS taken during daylight hours.Only 1 charging station is working, which pretty much always is busy. Middle one is off, and the last one only has the chademo charger working.Only one works out of 3 CAUTION",3.0
13502,39.55613,-107.34483,39.5561566,-107.3447943,14687,Electrify America Charging Station,OPERATIONAL,"110 W Meadows, Glenwood Springs, CO 81601, USA","point_of_interest, establishment",9,5,"1/4 stations fully operable 5/2022. I hope EA starts REALLY charging considerable fees past 10 minutes of grace period. Had to wait considerable times twice for rude people to show up. This is in a pretty key area for long hauls across CO.Nice location near Target, with lots of new shopping options in the area. Chargers worked great, excellent place to stop and fast charge.3 of 4 working Oct 13Looks like all of the stations are working correctly today.Terrible place for my bus, 3 of the four chargers were not working. Had this been a weekend or after work time I’d have been in deep trouble.",3.4
13531,29.516024,-98.497234,29.5160115,-98.4972397,789,ChargePoint Charging Station,OPERATIONAL,"302 W Rector Dr, San Antonio, TX 78216, USA","point_of_interest, establishment",1,1,These chargers are hard to find. The parking spots are on the east side of the University Healthcare building.,3.0
13532,41.521958,-71.299398,41.521948,-71.299446,12397,ChargePoint Charging Station,OPERATIONAL,"700 W Main Rd, Middletown, RI 02842, USA","point_of_interest, establishment",1,1,"Right outside the public library that includes dedicated memorial to the veterans of Middletown, Rhode Island.",4.0
13535,28.705665,-100.503024,28.705665,-100.503024,8500,ChargePoint Charging Station,OPERATIONAL,"390 E Garrison St, Eagle Pass, TX 78852, USA","point_of_interest, establishment",2,2,"I went to the charging station on August 23, 2021. The display was broken and there were cobwebs on the charging plug. I don't think it has worked for quite some time. I tried calling the toll free number, but the automated answering service also wasn't working correctly (couldn't select options).Fix your methods of payment. its embarrasing to see that an automated parking lot doesn't accept cards.",1.0
13540,39.157802,-119.763609,39.1578022,-119.7636093,1650,ChargePoint Charging Station,OPERATIONAL,"901 S Stewart St, Carson City, NV 89701, USA","point_of_interest, establishment",1,1,It says not yet configured and installation not complete. Either it's new or out of order.,1.0
13541,40.75619,-73.8363,40.756116,-73.836215,15371,Electrify America Charging Station,OPERATIONAL,"40-24 College Point Blvd, Flushing, NY 11354, USA","point_of_interest, establishment",6,5,"Charging stations are very slow. Was getting about 50 kwh max. Also have to pay the parking lot to use these stations. Would not recommend unless you happen to be shopping at the mall itself.Hello everyone ! This charger works ! So come, The parking is like 3.00 for an hour. Go to level five Then heads towards level 5 exit. Do not actually exit Because u will see the charger Before you come  try to download the app set it up and put your credit card info 👌 demographics(address). Not sure about the pricing. However just wanted to say it works and The hours of this location is not in effect. Is like an all day parking thing. I'm posting pictures I hope it helps!5th level towards the back. Very nice Target on 6th level.  50kw CHAdeMO, +150 miles in 40 min, $19.50.  $3 parking for less than an hour1 set of chargers was out. The. There were 2 CCS chargers that said they deliver up to 150kw, the available one was only delivering 30. I would have been there forever.On 5th floor of parking garage Fast charging",3.8
