query,name,lat,lng,rating,user_ratings_total,place_id,docid,rel
"42.279495, -83.738657",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.303201, -83.706507",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.303201, -83.706507",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.303201, -83.706507",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.303201, -83.706507",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.303201, -83.706507",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.303201, -83.706507",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.303201, -83.706507",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.303201, -83.706507",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.303201, -83.706507",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.303201, -83.706507",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.303201, -83.706507",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.303201, -83.706507",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.303201, -83.706507",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.303201, -83.706507",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.303201, -83.706507",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.303201, -83.706507",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.303201, -83.706507",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.303201, -83.706507",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.2877, -83.7232",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2877, -83.7232",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2877, -83.7232",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2877, -83.7232",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2877, -83.7232",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2877, -83.7232",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2877, -83.7232",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2877, -83.7232",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2877, -83.7232",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2877, -83.7232",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2877, -83.7232",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2877, -83.7232",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.2877, -83.7232",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.2877, -83.7232",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.2877, -83.7232",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.2877, -83.7232",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.2877, -83.7232",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.2877, -83.7232",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.3003, -83.7155",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.3003, -83.7155",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.3003, -83.7155",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.3003, -83.7155",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.3003, -83.7155",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.3003, -83.7155",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.3003, -83.7155",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.3003, -83.7155",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.3003, -83.7155",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.3003, -83.7155",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.3003, -83.7155",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.3003, -83.7155",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.3003, -83.7155",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.3003, -83.7155",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.3003, -83.7155",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.3003, -83.7155",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.3003, -83.7155",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.3003, -83.7155",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.701848, -84.4821719",Tesla Supercharger,42.7665124,-84.5146632,4.5,80,ChIJA77ufoTpIogRwKZ2JLObj18,102228,5
"42.701848, -84.4821719",ChargePoint Charging Station,42.7625564,-84.49874330000002,4.2,6,ChIJsZ969BLpIogRAvNC6VhLUWI,214335,4
"42.701848, -84.4821719",Tesla Supercharger,42.66733199999999,-84.5401706,4.0,20,ChIJ45RWXRTBIogRMtc7MZsbBL4,237618,4
"42.701848, -84.4821719",Blink Charging Station,42.7303064,-84.5674449,5.0,1,ChIJyZ8udizAIogRxJWauKLX9lg,260889,4
"42.701848, -84.4821719",ChargePoint Charging Station,42.642233,-84.521328,5.0,5,ChIJ9X1ymh3EIogR845v7oS2iNY,194970,4
"42.701848, -84.4821719",Blink Charging Station,42.6833639,-84.43014869999999,0.0,0,ChIJ12jn39DcIogRspFlctE-r6Y,240932,4
"42.701848, -84.4821719",ChargePoint Charging Station,42.739739,-84.529246,5.0,1,ChIJx6eIRgTqIogR4caiirmRg90,195836,3
"42.701848, -84.4821719",Blink Charging Station,42.7777847,-84.398175,5.0,1,ChIJG2JsWljmIogRPoF63104nOY,202704,3
"42.701848, -84.4821719",ChargePoint Charging Station,42.7325299,-84.555533,3.0,1,ChIJ4XHcpdfBIogREemnyLJH-kU,196885,3
"42.701848, -84.4821719",ChargePoint Charging Station,42.7210251,-84.4814674,4.5,2,ChIJqw_EtWLCIogRainSYs00OPA,117816,3
"42.701848, -84.4821719",ChargePoint Charging Station,42.750248,-84.56008,5.0,1,ChIJHT9RQmHqIogREIL9Vvb6fP0,152048,2
"42.701848, -84.4821719",ChargePoint Charging Station,42.726551,-84.4839935,3.7,3,ChIJ5eTlnn7CIogRe-bxY5McuGs,97073,2
"42.701848, -84.4821719",Shell Recharge Charging Station,42.7332633,-84.54428229999999,0.0,0,ChIJwSpo7N_BIogRdsDYaomApBo,186719,2
"42.701848, -84.4821719",ChargePoint Charging Station,42.6824,-84.44881,0.0,0,ChIJ7_BxYiXDIogResO3SBsBtYQ,189491,2
"42.701848, -84.4821719",ChargePoint Charging Station,42.740336,-84.6531531,4.5,2,ChIJMdxTTIeVIogRtA9p8sy1vjU,82823,2
"42.701848, -84.4821719",ChargePoint Charging Station,42.7294892,-84.4863562,0.0,0,ChIJKUws23jCIogRmkI5Ye2YrEI,104536,1
"42.701848, -84.4821719",ChargePoint Charging Station,42.7229446,-84.4667238,5.0,1,ChIJ544MU5rCIogRA4DH10MnnY4,117819,1
"42.701848, -84.4821719",ChargePoint Charging Station,42.72403329999999,-84.4699558,0.0,0,ChIJaW-4V5vCIogRfANC8ovBsaw,117818,1
"42.701848, -84.4821719",Chevrolet Charging Station,42.71916119999999,-84.41220820000001,0.0,0,ChIJyVkkC2bdIogRURpOe9jmt4c,49844,1
"42.283295, -83.781623",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.283295, -83.781623",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.283295, -83.781623",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.283295, -83.781623",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.283295, -83.781623",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.283295, -83.781623",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.283295, -83.781623",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.283295, -83.781623",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.283295, -83.781623",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.283295, -83.781623",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.283295, -83.781623",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.283295, -83.781623",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.283295, -83.781623",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.283295, -83.781623",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.283295, -83.781623",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.283295, -83.781623",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.283295, -83.781623",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.283295, -83.781623",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.3068, -83.7069",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.3068, -83.7069",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.3068, -83.7069",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.3068, -83.7069",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.3068, -83.7069",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.3068, -83.7069",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.3068, -83.7069",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.3068, -83.7069",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.3068, -83.7069",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.3068, -83.7069",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.3068, -83.7069",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.3068, -83.7069",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.3068, -83.7069",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.3068, -83.7069",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.3068, -83.7069",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.3068, -83.7069",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.3068, -83.7069",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.3068, -83.7069",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.481398, -83.161883",EVgo Charging Station,42.5381387,-83.18280899999999,3.5,11,ChIJFxQEsWbGJIgRTKxVZ4hBP0Q,228697,5
"42.481398, -83.161883",Tesla Supercharger,42.379388,-83.32953499999999,4.3,112,ChIJn6I0TZ-0JIgRW0E1pZh37w4,102229,4
"42.481398, -83.161883",ChargePoint Charging Station,42.563149,-83.146878,3.7,11,ChIJ2wkjuxXEJIgRj5uwWDxjq7g,167139,4
"42.481398, -83.161883",Tesla Supercharger,42.4453518,-83.117921,4.5,18,ChIJry_0DZDPJIgR3TbOJatR3hg,225836,4
"42.481398, -83.161883",EVgo Charging Station,42.3809656,-83.3342232,2.5,6,ChIJh4A0Zp60JIgRFfB7fa5UwAs,255438,4
"42.481398, -83.161883",Blink Charging Station,42.4832839,-83.27279709999999,0.0,0,ChIJMe0SY7i3JIgRpthxM90iwMs,309745,4
"42.481398, -83.161883",Red E Charging Station,42.36316,-83.09436,5.0,2,ChIJL26J5GnNJIgRJjf7Tx-45Mc,233096,3
"42.481398, -83.161883",EVgo Charging Station,42.51069469999999,-83.04811509999999,3.6,5,ChIJc64skZHaJIgRKD9ZWonEHD0,228109,3
"42.481398, -83.161883",EVgo Charging Station,42.44542999999999,-83.11789,1.5,2,ChIJnUoejV7OJIgRh4KRbsMAP1o,225836,3
"42.481398, -83.161883",Electric Vehicle Charging Station,42.5776998,-83.14888859999999,5.0,3,ChIJh-139MLFJIgRKpMb7yEzXgs,216343,3
"42.481398, -83.161883",Nissan Charging Station,42.5531692,-83.1751321,0.0,0,ChIJmQExrZrGJIgRwwArRKHPsb0,44299,3
"42.481398, -83.161883",ChargePoint Charging Station,42.5090319,-83.0487965,4.3,8,ChIJK3Lc14_aJIgRdYbEfSOG6Rw,86982,2
"42.481398, -83.161883",Blink Charging Station,42.4961312,-83.2988445,0.0,0,ChIJixfs9HO3JIgRkkrLgiYYGQY,253693,2
"42.481398, -83.161883",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,2,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,2
"42.481398, -83.161883",ChargePoint Charging Station,42.4882165,-83.146078,5.0,1,ChIJ4yWnKkLPJIgRcYWQbdKMO50,99879,2
"42.481398, -83.161883",Blink Charging Station,42.51029,-83.2818829,0.0,0,ChIJO15-EIi3JIgRfq2n7SOkq2o,212794,2
"42.481398, -83.161883",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,1
"42.481398, -83.161883",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,1
"42.481398, -83.161883",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.2712, -83.7411",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2712, -83.7411",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2712, -83.7411",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2712, -83.7411",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2712, -83.7411",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2712, -83.7411",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2712, -83.7411",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2712, -83.7411",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2712, -83.7411",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2712, -83.7411",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2712, -83.7411",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2712, -83.7411",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.2712, -83.7411",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.2712, -83.7411",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.2712, -83.7411",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.2712, -83.7411",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.2712, -83.7411",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.2712, -83.7411",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.2506, -83.1785",ChargePoint Charging Station,42.334755,-83.056015,3.5,4,ChIJl0TgQTYtO4gREqT9NLzh_HI,145077,4
"42.2506, -83.1785",Shell Recharge Charging Station,42.2798062,-83.2039506,3.3,4,ChIJV1VVsS00O4gRmG5AqfmCw-A,237795,4
"42.2506, -83.1785",ChargePoint Charging Station,42.3456649,-83.039748,1.0,3,ChIJX3JCkdbSJIgRktCXv2QEIJk,193714,3
"42.2506, -83.1785",ChargePoint Charging Station,42.329358,-83.0465045,0.0,0,ChIJ98TMNCUtO4gRSE1u_8R8mnM,120988,3
"42.2506, -83.1785",ChargePoint Charging Station,42.3598254,-83.06308949999999,2.0,1,ChIJKzeEkb3SJIgRxLPMj6ODFMU,173084,3
"42.2506, -83.1785",ChargePoint Charging Station,42.3648931,-83.084758,0.0,0,ChIJ7YOp1mbNJIgR9zAq-epF4ew,213589,3
"42.2506, -83.1785",ChargePoint Charging Station,42.141065,-83.2335341,2.5,4,ChIJ4fZl3ZY4O4gRqt2_wGVCPK4,182852,3
"42.2506, -83.1785",ChargePoint Charging Station,42.339967,-83.045592,0.0,0,ChIJh3UcSi0tO4gRp-8_iO0wTlY,226795,2
"42.2506, -83.1785",ChargePoint Charging Station,42.3342835,-83.04618820000002,0.0,0,ChIJyRGGFy4tO4gRSKECR2Dmv_s,78476,2
"42.2506, -83.1785",ChargePoint Charging Station,42.3692773,-83.07385939999999,0.0,0,ChIJt5z0hpzSJIgRexeu5bfly7A,78488,2
"42.2506, -83.1785",ChargePoint Charging Station,42.3333397,-83.0416758,0.0,0,ChIJAwHG0S4tO4gRIl4vaLRMXWw,78475,2
"42.2506, -83.1785",ChargePoint Charging Station,42.2074535,-83.35582819999999,0.0,0,ChIJyxMZxF1PO4gRPJH3FeLmw1k,98754,2
"42.2506, -83.1785",ChargePoint Charging Station,42.3575257,-83.0631741,0.0,0,ChIJNfuPJrzSJIgR773T5RIAS08,64730,1
"42.2506, -83.1785",ChargePoint Charging Station,42.33605,-83.05241,0.0,0,ChIJUz7WADQtO4gRi5SRBoR4ses,207609,1
"42.2506, -83.1785",ChargePoint Charging Station,42.3304785,-83.0431017,0.0,0,ChIJP7MMYS8tO4gRt1tFfPm0xuw,80977,1
"42.2948, -83.7078",Electrify America Charging Station,42.229493,-83.6492643,3.7,38,ChIJxRal65CoPIgR4ke6WJkQ6N8,145371,4
"42.2948, -83.7078",EVgo Charging Station,42.244709,-83.738976,4.2,9,ChIJ94zis7-vPIgRt5PBPVivWww,228549,4
"42.2948, -83.7078",Tesla Supercharger,42.241125,-83.766522,4.5,93,ChIJfaDI2iKxPIgRj5ZJpZ6zWIM,102221,4
"42.2948, -83.7078",Tesla Supercharger,42.23278930000001,-83.6785266,4.3,14,ChIJwWYuDSipPIgRLN6Mo7lsc78,237632,4
"42.2948, -83.7078",Shell Recharge Charging Station,42.2863464,-83.842995,2.0,1,ChIJYwJiwTWxPIgRF1pZfzDcb68,164341,4
"42.2948, -83.7078",ChargePoint Charging Station,42.2507427,-83.66150710000001,5.0,1,ChIJ49PRf9uoPIgR18ZqdfeOZyo,202411,3
"42.2948, -83.7078",ChargePoint Charging Station,42.2405142,-83.7660396,2.7,9,ChIJHf5ykx6wPIgRFV0iZ2LL9rQ,102221,3
"42.2948, -83.7078",ChargePoint Charging Station,42.379033,-83.75906599999999,4.5,4,ChIJ_32B91StPIgRgIFlgaR-x_I,191538,3
"42.2948, -83.7078",ChargePoint Charging Station,42.283862,-83.809496,0.0,0,ChIJleGocAuxPIgRMwQ_UkcuOm4,44287,3
"42.2948, -83.7078",ChargePoint Charging Station,42.32176,-83.70742299999999,4.0,1,ChIJA0iYsUesPIgRdgwonzG2-oI,235554,3
"42.2948, -83.7078",ZEF Energy Charging Station,42.2263103,-83.62309309999999,0.0,0,ChIJ4cytJnCoPIgR0gJrxhuDzq4,261477,2
"42.2948, -83.7078",EV Connect Charging Station,42.3280837,-83.8706442,5.0,1,ChIJ6e-rhT-0PIgRb6GWgTkZMu0,216274,2
"42.2948, -83.7078",ChargePoint Charging Station,42.2687982,-83.7478285,5.0,1,ChIJJaL7aTGuPIgRLbia4HcdYlQ,198009,2
"42.2948, -83.7078",Blink Charging Station,42.273908,-83.7912147,0.0,0,ChIJg2NP87CxPIgRdypKKCvpsJQ,312394,2
"42.2948, -83.7078",Shell Recharge Charging Station,42.2612403,-83.7376507,0.0,0,ChIJqQt7wrSvPIgRmtuX4n1vkAQ,188119,2
"42.2948, -83.7078",ChargePoint Charging Station,42.2782194,-83.7479889,0.0,0,ChIJoUdRcjyuPIgRXbcFsHHtr4E,223009,1
"42.2948, -83.7078",ChargePoint Charging Station,42.2805837,-83.74776299999999,0.0,0,ChIJqaBDyD2uPIgRyHZGcOkTPFs,223038,1
"42.2948, -83.7078",ChargePoint Charging Station,42.197633,-83.700681,0.0,0,ChIJgR3RIr-lPIgR8GaOcGbQ3t8,164113,1
"42.476578, -83.280942",EVgo Charging Station,42.5381387,-83.18280899999999,3.5,11,ChIJFxQEsWbGJIgRTKxVZ4hBP0Q,228697,5
"42.476578, -83.280942",ChargePoint Charging Station,42.45534199999999,-83.376177,4.3,8,ChIJxW2N_3SxJIgRHrmaFlKZ1p8,204998,4
"42.476578, -83.280942",Tesla Supercharger,42.379388,-83.32953499999999,4.3,112,ChIJn6I0TZ-0JIgRW0E1pZh37w4,102229,4
"42.476578, -83.280942",Tesla Supercharger,42.4371579,-83.4380844,4.9,41,ChIJrU0pIROtJIgR3uPyIq0-HOs,220692,4
"42.476578, -83.280942",Tesla Supercharger,42.4453518,-83.117921,4.5,18,ChIJry_0DZDPJIgR3TbOJatR3hg,225836,4
"42.476578, -83.280942",Greenlots Charging Station,42.4350989,-83.4356217,3.3,6,ChIJEyoekc2tJIgRBiNxyA-HXhk,164212,4
